SYMBOL,K_O,K12,K21,K22,K24,K25,K4,K7,T2D_D,T2D102,T2D106,T2D11,T2D3,T2D61,T2D66,T2D78
ENSG00000251330,6.77755,7.54436,21.8361,6.3865,6.41917,11.4928,0.0,0.0,0.0,3.58375,6.36891,0.0,3.4114,0.306386,12.6155,10.8434
ENSG00000251334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSG00000251338,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ENSG00000251339,23.36712,21.423,28.25166,6.60552,6.25616,12.10534,2.0,16.084580000000003,11.97499,5.75583,15.765270000000001,1.35002,4.84096,3.45997,11.66898,20.689909999999998
ENSG00000251342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251354,1.0,5.0,9.0,6.0,9.0,4.0,2.0,7.0,17.0,6.0,6.0,0.0,6.0,0.0,9.0,13.0
ENSG00000251357,0.0,3.35877,5.20821e-07,0.0,0.0,0.0,2.01993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251367,0.0,0.0,1.45747,0.0,0.0,0.0,0.0,0.0,0.0,2.10943,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251374,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000251376,2.0,11.9759,9.11483,3.86675,5.06548,9.26232,0.0,6.61479,1.6019,2.71534,3.74561,0.0,0.0,0.0,5.09027,8.95765
ENSG00000251377,0.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
ENSG00000251378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251379,102.257,101.963,165.293,62.343,54.6934,107.153,45.6283,77.2924,105.578,52.2501,66.2378,23.13,51.6194,6.08579,148.433,146.895
ENSG00000251387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000251391,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.000000489,0.0,0.0,1.0
ENSG00000251393,0.0,5.22614,1.03968,6.45745,14.60270670338,9.83988,1.26207,7.96275,8.366579999999999,13.192,8.91864,2.0,0.0,0.0,32.627340000000004,71.89327
ENSG00000251399,0.0,1.0,0.0,5.0,7.0,3.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSG00000251401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251408,1.09674,6.11237,9.47352,3.50091,2.10197,12.5868,3.23782,7.1635,9.0,9.20121,10.1916,0.0,6.07775,1.08265,11.1938,14.4178
ENSG00000251409,3.00731,0.0,0.0,4.00592,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.03056,1.04084
ENSG00000251410,3.07237,0.0,15.1179,3.53386,6.40769,5.3785,1.0655,19.7568,14.1068,4.08783,1.32737,5.91971,2.04861,0.0,9.75053,3.12613
ENSG00000251412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000251413,2.22694,0.0,1.68658,1.75454,0.0,1.10302,1.08444,3.46954,4.09478,0.0,1.06,5.2594,2.13124,0.0,1.28777,0.0
ENSG00000251414,4.0,2.0,22.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,6.0,3.0
ENSG00000251416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251417,20.6721,8.62007,20.6732,19.2011,4.60548,22.1849,8.0333,13.9549,5.61311,6.56912,13.503,0.0,7.68832,0.103629,23.1939,24.2391
ENSG00000251419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251421,0.0,3.0,2.0,2.0,0.0,6.61051,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0
ENSG00000251423,12.093,2.0126,2.06451,1.00228,1.00031,3.44403,4.005,6.00282,1.0,1.04508,3.4294,0.0,0.0,1.0,5.15615,5.3896
ENSG00000251424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251431,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251434,3.4173,0.0,3.2136,4.15418,0.0,3.19414,3.0,0.0,0.0,1.08492,3.0,0.0,2.0,0.0,2.35063,5.18209
ENSG00000251438,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
ENSG00000251446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000251447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ENSG00000251452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251455,3.24421,2.41886,6.0,5.44057,0.0,6.56133,5.0,2.0,14.0,3.0,8.91443,0.0,0.0,0.0,7.83233,4.47576
ENSG00000251456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251458,0.0,0.0,5.0,0.524719,0.0,0.0,0.00686678,0.692384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841608
ENSG00000251459,0.0,0.0,6.3911,1.27375,0.0,0.0,1.05362,0.0,1.01069,0.0,1.45551,0.0,0.0,0.0,5.67976,1.20457
ENSG00000251460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251468,0.0,3.00078,9.01176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00251,0.0,0.0,0.0,1.00178,1.00077
ENSG00000251471,3.0,0.0,0.0,0.0,1.607,3.60885,0.0,7.0,3.58062,4.0,8.6883,0.0,4.05103,0.0,1.38184,4.89047
ENSG00000251473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000251477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251484,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
ENSG00000251487,0.0,1.39613,3.42506,0.0,0.0,1.91484,0.0,0.0,0.0,0.0,0.0,0.89813,0.0,1.40868,5.4748,8.04167
ENSG00000251488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251489,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
ENSG00000251506,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251510,0.0,1.06124,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251517,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251520,1.0,6.0,2.0,0.0,6.0,0.0,4.15663,6.0,8.0,0.0,5.0,0.0,3.0,0.0,2.0,1.0
ENSG00000251523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0
ENSG00000251527,0.0,2.16198,2.05078,2.0,2.05037,1.0,0.0,0.0,0.0,6.0,3.03978,0.0,1.19644,0.0,2.01303,1.0
ENSG00000251529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251532,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
ENSG00000251535,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
ENSG00000251536,10.1517,3.16651,13.3821,5.71167,3.08215,4.91999,1.08998,8.96809,3.29798,4.22121,4.35071,0.0,4.09509,0.0,3.21825,20.0523
ENSG00000251537,15.1731,1.57107,2.23454,3.31973,0.0,8.0382,6.10833,5.31758,18.4934,0.0,1.44475,0.0,1.03434,1.0791,16.9465,19.0224
ENSG00000251545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12168
ENSG00000251549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251555,21.0,17.0,36.0,12.0,7.0,31.0,6.0,24.0,43.0,25.0,14.0,0.0,6.0,1.0,22.0,26.0
ENSG00000251556,1.0,0.799082,0.0,0.0,0.0,1.65578,0.0,3.0,2.0,0.0,0.00536036,0.0,3.0,0.0,4.95542,3.23511
ENSG00000251557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251567,0.0,8.19949,9.668330000000001,0.0,0.0,3.37501,1.07126,3.21093,0.0,6.08543,2.60849,0.0,0.0,1.0,3.8115300000000003,1.27435
ENSG00000251569,2.70364,0.0,0.0,0.0,0.0,0.0,0.0,3.19501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251574,0.0,7.0,2.0,0.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,3.0,2.0,0.0,3.0,2.0
ENSG00000251579,1.0,2.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0
ENSG00000251584,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0
ENSG00000251585,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251588,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000251591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251598,10.010580000000001,3.24668,8.01591,2.0,5.0217600000000004,2.0,1.0,2.0,11.0,0.0,2.0,0.0,3.0,1.0,6.00227,7.0282
ENSG00000251599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000251601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251605,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251615,18.0,8.0,6.0,14.0,5.0,14.0,5.0,15.0,9.0,4.0,18.0,0.0,4.0,0.0,16.0,27.0
ENSG00000251616,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83273,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251627,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000251630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251639,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000251642,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251648,2.0,0.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251652,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0
ENSG00000251654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000251660,56.7041,98.0772,36.7699,45.3761,58.5225,39.7566,14.4723,33.4028,53.0612,45.4624,12.9962,0.0,71.1888,2.33541,53.7898,35.8034
ENSG00000251661,20.959809999999997,18.442687,45.6686,47.06712,28.865389999999998,38.36886,9.542259999999999,29.08433,41.12326,11.35142,19.99996,0.0,18.719920000000002,4.0,30.333479999999998,25.13454
ENSG00000251665,0.0,2.69554,3.0,0.0,0.0,3.31257,2.0,3.0,0.0,0.0,1.0547,0.0,2.0,0.0,0.0,2.0
ENSG00000251668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251675,17.5784,11.4807,1.75807,8.92196,6.29806,11.4524,1.81661,4.21995,4.45183,16.1395,12.8577,0.426686,1.30968,0.0,13.5767,8.8703
ENSG00000251678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251680,2.06059,3.0595,3.56038,8.7457,1.0,2.03965,2.18679,7.23944,3.602,14.4531,1.04102,0.0,0.0,0.0,10.7722,12.505
ENSG00000251682,44.0,38.0,35.0,43.0,17.0,28.0,15.0,29.0,49.0,35.0,18.0,8.0,15.0,1.0,85.0,92.0
ENSG00000251687,0.0,2.0,5.36205,1.0,3.43961,2.0,4.0,1.02713,3.0,0.0,3.23121,0.0,0.0,0.0,0.0,2.17078
ENSG00000251689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251730,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251775,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251805,0.0,0.0,3.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,3.0
ENSG00000251818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251867,9.81091,6.40377,11.4149,4.99285,4.88665,11.3677,5.67337,10.951,4.25826,0.0,1.49454,0.0,5.56817,3.59554,22.9311,16.7275
ENSG00000251922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000251940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000251974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ENSG00000251999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252040,0.0,0.0,0.0,0.941425,0.0,0.944051,1.0,0.0,1.0,0.0,0.925634,0.0,1.59543,0.0,0.756213,0.0
ENSG00000252045,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000252049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252050,1.0,15.0,13.0,4.0,2.0,4.0,1.0,3.0,14.0,3.0,2.0,0.0,0.0,1.0,8.0,9.0
ENSG00000252083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252096,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0
ENSG00000252119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252192,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ENSG00000252193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ENSG00000252228,11.0,5.99163,5.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,2.0,3.0
ENSG00000252230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000252236,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSG00000252238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000252274,2.0,3.0,8.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000252290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000252349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000252352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
