,case_sample_1,case_sample_2,case_sample_3,case_sample_4,case_sample_5,case_sample_6,case_sample_7,case_sample_8,case_sample_9,case_sample_10,case_sample_11,case_sample_12,case_sample_13,case_sample_14,case_sample_15,case_sample_16,case_sample_17,case_sample_18,case_sample_19,case_sample_20,case_sample_21,case_sample_22,case_sample_23,case_sample_24,case_sample_25,control_sample_1,control_sample_2,control_sample_3,control_sample_4,control_sample_5,control_sample_6,control_sample_7,control_sample_8,control_sample_9,control_sample_10,control_sample_11,control_sample_12,control_sample_13,control_sample_14,control_sample_15,control_sample_16,control_sample_17,control_sample_18,control_sample_19,control_sample_20,control_sample_21,control_sample_22,control_sample_23,control_sample_24,control_sample_25,control_sample_26,control_sample_27,control_sample_28,control_sample_29,control_sample_30,control_sample_31,control_sample_32,control_sample_33
ZBED6,672.782452617772,838.916131681212,688.810159672351,608.87302018842,763.901118017676,725.196833489032,708.347367982375,599.68134621062,828.935592620692,623.663630779562,632.308748088837,881.125998960363,467.311135128087,773.115610545737,739.830959653534,571.020814897569,809.405125274466,793.603134114494,841.638666282759,878.585585161632,771.562145584938,924.491764386355,696.112372999479,725.463813063055,781.442606552318,735.760390968172,698.462833825956,687.27384212247,732.509686358826,793.008146019382,785.657093459399,724.343503399351,772.286675774047,661.186573203771,800.467156919618,787.885292912958,702.9763561991,724.672618221308,694.520981734081,759.826591549506,526.288264780845,573.041291166981,802.673716855435,749.509504177081,699.188144712588,625.434904067651,592.327171459238,1146.66423493027,772.084304734889,845.274473953116,795.379892400164,837.664595598956,745.252976148224,841.906198175251,779.486061147855,815.332518321522,781.042818660783,497.732986583204
SNRPE,69.2965926196306,87.729791548362,59.3387099135669,135.973619132987,75.9433860017573,68.7107195478794,55.0361300534752,11.5323335809735,333.915548069801,47.1961666535885,58.8398418360446,90.4537559319213,28.3218869774598,99.7568529736435,83.1867346978854,126.893514421682,101.175640659308,75.7530264382017,74.8947183211971,77.1802018252697,57.3401375953834,62.9647305148533,67.1607765344999,67.3529043447803,55.0113026273293,177.361410412213,190.191757567631,37.5235718400199,60.8788211182939,43.631809959801,82.9680982317038,64.8665823939717,72.5097773081445,128.517083282574,79.2128957368372,69.1886096959788,73.1767196726026,50.3929560667879,66.0716863154104,56.6833336502296,36.7627832016031,53.4068709651847,70.5799302752193,42.8541023391796,43.2252974496936,99.4368049827521,266.309450861245,80.3071582974214,66.1647545330466,56.5023044086308,65.2390248822606,59.7643324823191,72.707607429095,75.5802155180055,76.3274912562458,63.5499641146128,58.5991396637244,118.777189980083
LINC00303,1.0,1.09662239435453,4.00937229145722,1.0,6.70088700015505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.6619392726054,1.0,1.0,1.0,1.21086020220872,1.81515612255405,1.0,1.41054622121357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15094884616102,1.0,12.507299326869,6.91886096959788,4.79847342115427,1.0,1.0,2.69920636429665,1.0,1.0,12.455281813274,1.0,1.0,1.0,1.0,1.0,1.0,1.13004608817262,1.0,1.0,8.38933931874173,1.0,2.70185809756622,1.0,1.0,1.0
SOX13,15.4739964102088,3.28986718306358,27.2637315819091,10.8297572760786,25.6867335005944,15.6839685924507,4.53238718087443,1.0,2.22982002049951,13.4846190438824,14.9295121076531,5.32080917246596,14.1609434887299,17.1994574092489,7.96468736469116,8.31371301383434,11.2417378510343,48.6983741388439,14.0891054267598,5.28631519351162,19.3944583043208,10.8977418198784,17.2439831642635,8.92628852762149,16.9265546545628,4.7366548774775,13.1166729356987,9.87462416842629,7.85533175719921,10.9079524899502,4.23306623631142,11.4867906322658,13.8113861539323,3.38202850743617,25.0145986537381,10.3782914543968,33.5893139480799,12.598239016697,5.37792795590549,12.1464286393349,15.4790666112013,8.66057367002994,23.5266434250731,20.1151908939006,16.6834481384782,6.21480031142201,11.6246188868004,5.08273153781148,6.3245721244824,3.39013826451785,8.93685272359735,6.74758592542312,13.9822321979029,14.3506738325327,8.10557429269867,13.5212689605559,6.69704453299707,8.48408499857733
ETNK2,4.70947716832441,4.3864895774181,11.2262424160802,1.0,14.5185885003359,5.97484517807647,2.58993553192825,1.0,1.67236501537463,1.12371825365687,7.90385935111047,4.25664733797277,1.0,3.43989148184978,7.96468736469116,3.50051074266709,1.0,27.0546522993577,3.70765932283154,1.05726303870232,4.21618658789584,1.21086020220872,7.26062449021621,4.8688846514299,5.64218488485428,4.21035989109111,3.27916823392468,2.63323311158034,1.0,2.18159049799005,2.53983974178685,4.72985496622711,6.90569307696615,3.38202850743617,6.94849962603835,2.5945728635992,13.1958019081742,3.28649713479051,3.07310168908885,14.8456350036316,1.0,2.88685789000998,8.30352120884933,3.49829406850446,1.0,1.69494553947873,2.64195883790918,3.04963892268689,1.45951664411132,3.39013826451785,1.0,1.0,12.5840089781126,3.82684635534205,1.35092904878311,1.0,1.67426113324927,2.82802833285911
LOC101929441,1.34556490523554,1.0,1.0,1.0,2.23362900005168,1.49371129451912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.8218609197431,1.48306372913262,1.0,1.0,1.0,1.0,1.0,1.41054622121357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6037953846441,1.12734283581206,1.38969992520767,1.0,3.5988550658657,1.09549904493017,1.0,2.69920636429665,1.0,1.0,2.76784040294978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.78737054471947,1.0,2.79644643958058,2.87013476650654,2.02639357317467,2.70425379211118,1.0,1.0
REN,1.34556490523554,1.0,4.81124674974867,1.0,6.70088700015505,2.24056694177868,1.0,1.0,1.0,1.0,2.63461978370349,2.12832366898638,1.0,1.0,1.0,1.31269152850016,1.0,25.2510088127339,1.0,1.05726303870232,1.0,1.0,2.72273418383108,1.0,1.41054622121357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.90569307696615,1.69101425371809,9.7278994764537,4.32428810599867,8.39732848701997,1.0,1.0,5.3984127285933,1.0,1.0,8.30352120884933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.38933931874173,1.0,1.0,1.35212689605559,1.0,2.82802833285911
KISS1,1.34556490523554,1.0,4.81124674974867,1.0,3.35044350007753,1.0,1.0,1.0,1.0,1.12371825365687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.41093045987155,1.48306372913262,1.0,1.0,1.21086020220872,2.72273418383108,1.0,4.23163866364071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15094884616102,1.0,2.77939985041534,1.0,2.39923671057713,1.09549904493017,2.30482626681664,1.34960318214832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.79644643958058,1.0,1.0,1.0,1.0,1.0
GOLT1A,1.34556490523554,1.0,3.20749783316578,1.20330636400873,3.35044350007753,1.49371129451912,1.0,1.0,1.0,1.0,1.0,2.12832366898638,1.0,1.0,1.0,1.31269152850016,1.0,9.01821743311925,1.0,1.0,1.0,1.0,1.81515612255405,1.0,2.82109244242714,1.0,1.0,1.0,1.0,1.09079524899502,1.0,1.0,1.15094884616102,1.0,1.38969992520767,1.72971524239947,4.79847342115427,1.0,1.0,1.34960318214832,1.0,1.0,2.76784040294978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.92788169297804,9.78756253853202,1.0,1.0,1.0,1.25569584993695,1.0
PLEKHA6,7.4006069787955,2.19324478870905,23.2543592904519,3.6099190920262,26.8035480006202,26.1399476540846,3.88490329789237,1.0,3.34473003074926,3.37115476097061,7.02565275654264,1.0,1.0,8.59972870462444,3.53986105097385,3.0629468998337,1.0,84.7712438713209,5.19072305196415,2.11452607740465,1.68647463515833,3.63258060662615,27.2273418383108,1.0,16.9265546545628,4.7366548774775,1.0,3.29154138947543,4.90958234824951,3.27238574698507,5.92629273083599,8.10832279924647,16.1132838462543,1.69101425371809,52.8085971578915,12.1080066967963,39.5874057245227,1.64324856739526,4.60965253363328,13.4960318214832,4.83720831600041,4.33028683501497,33.2140848353973,1.0,3.03335420699605,5.6498184649291,1.05678353516367,3.04963892268689,2.91903328822264,5.65023044086308,2.6810558170792,3.85576338595607,33.5573572749669,5.74026953301308,8.78103881709023,2.70425379211118,2.09282641656158,2.82802833285911
LINC00628,1.0,1.0,1.60374891658289,1.0,1.11681450002584,4.48113388355735,1.0,1.0,1.0,1.0,1.75641318913566,1.0,1.0,1.0,1.0,1.0,1.0,3.6072869732477,1.0,1.0,1.0,1.0,1.0,1.0,2.82109244242714,1.0,1.0,1.0,1.0,1.09079524899502,1.0,1.0,1.0,1.0,2.77939985041534,1.0,1.19961835528857,1.0,1.0,1.34960318214832,1.0,1.0,2.76784040294978,1.0,1.0,1.12996369298582,1.0,1.0,1.0,1.0,1.0,1.0,1.39822321979029,1.0,1.0,1.0,1.0,1.0
PPP1R15B,1115.47330644027,1437.67195899878,1217.24542768641,2025.1646106267,1133.56671752623,1230.07125103649,988.060405430626,1003.31302154469,1367.99458257645,1218.11058696405,1031.8927486172,1645.19419612647,1401.93340538426,1120.54465021256,1499.13115508742,1183.61019486431,1349.00854212411,1372.57269332075,1105.62401006836,2243.51216812633,1366.04445447825,1322.86477091302,1217.96975823377,1256.17224006891,1112.92096853751,1302.05379631993,1367.41315354659,1577.30663383663,1360.93622693476,1483.48153863323,1357.12103536144,1160.84154742545,1497.38444885549,1351.12038872075,1304.92822977,1747.87725244466,1064.06148114096,1372.11255377504,1045.62284971248,1430.57937307722,1061.28350453049,1613.03184604308,1573.51726907695,1507.76474352542,1544.73562991274,1737.3191779657,1221.11337488162,1567.51440626106,1326.70062949719,1369.61585886521,1523.73338937335,1434.34397957566,1045.87096840314,1570.92042886791,1345.52533258798,1300.74607400548,1025.90350939849,1447.95050642386
PIK3C2B,113.027452039786,78.9568123935258,118.677419827134,54.1487863803931,129.550482002998,132.193449564942,163.16593851148,92.2586686477876,109.261181004476,134.846190438824,118.557890266657,52.1439298901664,84.9656609323795,85.137314175782,100.886039952755,80.0741832385097,61.8295581806884,183.971635635633,69.7039952692329,63.4357823221395,107.091139332554,67.8081713236881,76.2365571472702,62.4840196933504,87.4538657152414,58.9450384752756,45.9083552749455,113.88733207585,97.2097304953402,88.3544151685969,63.4959935446713,104.056809256996,66.7550330773394,111.043269327488,109.786294091406,73.5128978019774,94.7698500677968,54.2272027240435,94.4978769394823,64.7809527431196,230.25111584162,116.196030072902,105.177935312092,69.0913078529631,128.917553797332,70.0577489651208,45.9700837796197,59.9762321461755,87.0844930986422,75.7130879075652,49.1526899797854,59.7643324823191,90.8845092863688,87.0607545840317,126.311866061221,74.3669792830576,111.756930644389,121.605218312942
MDM4,1755.96220133239,1547.33419843423,1605.35266549947,1169.61378581649,1924.27138354453,1695.3623192792,1612.88235250832,1626.05903491726,1427.08481311969,1486.67924958804,1532.47050752086,1609.01269375371,1486.89906631664,1785.30367908003,1453.99792668751,1215.55235539115,1247.8329014648,1727.89046018565,1613.57333729629,1243.34133351393,1953.78086483093,1388.8566519334,1390.4095898764,1911.84870646147,1603.79105351983,1229.42508819861,914.887937264985,1657.62024373983,1893.13495348501,1635.10207824354,1540.83611001736,1556.12228388872,1542.27145385577,1509.51205715234,1692.65450890294,1747.87725244466,1475.53057700494,1450.98848501001,1387.50541262362,1392.79048397707,1692.05546893694,1659.22157228324,1370.08099946014,1617.96100668331,1622.08616219114,1417.53945285071,1009.22827608131,1547.18348010982,1877.4249098752,1409.16747195125,1385.21217215759,1514.35106983425,1273.78135322895,1833.05940420884,1758.90962151561,1214.20995265792,1371.21986813115,1083.13485148504
LRRN2,34.3119050835064,33.9952942249903,42.4993462894466,14.4396763681048,35.738064000827,47.0519057773522,47.2663234576905,46.1293343238938,5.01709504612389,37.0827023706767,32.4936439990097,10.6416183449319,42.4828304661897,24.9392132434109,25.6639926195604,26.6913944128366,22.4834757020685,45.0910871655962,29.6612745826523,24.3170498901535,33.7294927031667,14.5303224265046,35.395544389804,28.4018271333411,19.74764709699,12.104784686887,6.55833646784936,23.6990980042231,20.6202458626479,26.1790859758806,15.2390384507211,60.8124209943485,11.5094884616102,23.6741995520532,22.2351988033227,28.5403014995912,40.7870240798113,14.7892371065573,19.2068855568053,22.9432540965215,107.386024615209,90.2143090628119,19.3748828206484,22.738911445279,47.0169902084387,9.03970954388656,10.5678353516367,6.09927784537378,28.7038273341893,25.9910600279702,15.1926496301155,26.9903437016925,29.3626876155961,25.8312128985588,39.8524069391018,21.6340303368895,26.7881781319883,25.452254995732
NFASC,9.41895433664881,5.48311197177263,41.6974718311551,1.0,44.6725800010337,19.4182468287485,2.58993553192825,1.0,1.67236501537463,7.86602777559809,3.51282637827132,1.06416183449319,1.0,3.43989148184978,1.76993052548692,3.0629468998337,1.0,104.611322224183,7.41531864566308,5.28631519351162,2.5297119527375,3.63258060662615,19.0591392868175,2.43444232571495,15.5160084333493,5.26294986386389,1.0,4.6081579452656,8.83724822684911,4.36318099598009,5.92629273083599,8.10832279924647,21.8680280770595,4.50937134324823,66.7055964099682,12.972864317996,41.9866424350998,1.09549904493017,5.37792795590549,32.3904763715598,4.83720831600041,3.60857236251248,45.6693666486713,3.49829406850446,2.27501565524703,1.69494553947873,1.58517530274551,2.03309261512459,3.40553883625975,2.26009217634523,2.6810558170792,3.85576338595607,43.344919813499,7.6536927106841,8.10557429269867,5.40850758422237,1.0,2.82802833285911
CNTN2,13.4556490523554,7.67635676048168,38.4899739979893,8.42314454806114,36.8548785008528,17.1776798869699,3.88490329789237,1.0,3.90218503587414,7.86602777559809,7.90385935111047,2.12832366898638,1.0,9.45970157508688,4.42482631371731,12.6893514421682,11.2417378510343,90.1821743311925,10.3814461039283,2.11452607740465,8.43237317579167,3.63258060662615,21.7818734706486,8.92628852762149,21.1581933182036,6.31553983663667,3.27916823392468,5.92477450105578,14.7287470447485,6.54477149397014,5.92629273083599,6.08124209943485,18.4151815385764,6.20038559696631,34.7424981301918,8.64857621199735,38.3877873692341,6.02524474711594,8.45102964499435,13.4960318214832,14.5116249480012,10.8257170875374,26.2944838280229,6.12201461988281,4.55003131049407,6.77978215791492,2.11356707032734,8.13237046049837,7.29758322055661,13.5605530580714,5.36211163415841,7.71152677191214,44.7431430332892,10.5238274771906,12.8338259634396,14.8733958566115,5.0227833997478,5.65605666571822
TMEM81,21.5290384837687,21.9324478870905,32.8768527899492,33.6925781922446,17.8690320004135,20.1651024760081,29.1367747341928,34.5970007429204,22.2982002049951,25.845519834108,20.1987516750601,29.7965313658094,14.1609434887299,31.8189962071104,34.513645246995,21.4406282988359,11.2417378510343,32.4655827592293,27.4366789889534,29.6033650836651,23.6106448922167,32.6932254596353,20.8742954093716,38.1395964362009,28.2109244242714,22.6306844146147,29.5125141053221,28.9655642273838,33.3851599680966,27.2698812248756,27.9382371596554,39.8659204296285,49.4908003849241,22.5468567162411,44.4703976066455,39.7834505751878,27.591222171637,34.5082199153004,29.1944660463441,36.4392859180047,29.0232498960025,27.4251499550948,37.365845439822,24.4880584795312,37.9169275874506,29.9440378641242,20.6072789356916,16.2647409209967,27.244310690078,45.2018435269046,25.9168728984323,31.8100479341376,22.3715715166446,31.5714824315719,35.7996197927525,17.5776496487227,33.066657381673,22.6242266628729
RBBP5,351.865222719095,398.073929150693,369.664125272356,365.805134658655,371.899228508605,411.517461640017,348.993812927331,322.905340267257,386.873773556665,364.084714184826,354.795464205403,448.012132321634,297.379813263328,364.628497076076,386.729819818893,330.360701339207,337.252135531028,353.514123378274,410.067121105168,422.90521548093,389.575640721575,446.807414615016,466.495123496391,423.592964674401,393.542395718586,351.565050906108,357.42933749779,414.734215073904,402.585752556459,472.314342814845,434.312595845552,386.496720097415,389.020710002426,342.712222086865,433.586376664793,492.968844083849,405.471004087536,431.078874180022,364.162550157029,369.791271908641,343.441790436029,327.658370516133,426.247422054266,397.930950292382,322.29388449333,355.37358144404,332.886813576557,464.561662555969,385.312394045389,496.090232707778,383.390981842326,400.999392139431,418.068742717296,416.169541143448,397.848604866626,440.793368114123,385.080060647332,299.771003283066
DSTYK,321.590012351295,337.759697461194,359.239757314567,281.573689178044,333.927535507727,306.957671023679,350.936264576277,230.646671619469,236.918377178073,348.35265863363,329.327472962936,339.467625203328,269.057926285868,331.949527998503,385.844854556149,266.913944128366,292.285184126891,286.779314373192,333.689339054839,307.663544262377,395.478301944629,294.239029136718,334.896304611222,361.920425756289,245.435042491161,287.357062566969,278.729299883598,387.085267402311,417.314499601208,371.961179907303,340.338525399438,396.632123596473,318.812830386604,350.039950519644,433.586376664793,378.807638085484,320.298100862047,328.101963956586,355.711520512035,327.953573262043,365.692948689631,394.777816458865,376.42629480117,375.192038847103,288.168649664624,321.474670654466,308.05240050021,285.649512425005,328.877750473085,409.076683918487,262.743470073762,323.88412442031,295.025099375751,311.887977960377,368.128165793398,300.172170924341,346.153489299286,370.471711604544
TMCC2,228.746033890043,111.855484224162,286.269181610046,79.4182200245765,237.881488505504,441.391687530399,87.4103242025783,172.985003714602,68.5669656303599,340.486630858031,205.500343128872,150.04681866354,269.057926285868,153.075170942315,55.7528115528381,241.097677401196,56.2086892551713,104.611322224183,160.170882746322,70.8366235930558,142.507106670879,142.276073759524,524.580119418121,182.583174428621,283.519790463928,105.258997277278,278.729299883598,60.5643615663479,181.654546885232,67.6293054376915,160.009903732572,218.249022013051,138.113861539323,46.2210562682943,63.9261965595528,330.375611298299,341.891231257242,211.979065193988,125.228893830371,267.221430065368,422.772006818436,192.697764158166,171.606104982886,69.9658813700892,135.742600763073,70.6227308116137,85.5994663482574,41.6783986100542,146.924675507206,63.2825809376665,137.627531943399,240.021270775765,176.176125693576,56.4459837412953,86.4594591221191,415.102957089067,324.388094567046,319.56720161308
NUAK2,353.210787624331,224.807590842678,474.709679308535,277.963770086018,345.095680507985,367.452978451703,293.310198990874,369.034674591151,191.764521762958,395.548825287218,245.897846478992,259.655487616339,339.862643729518,260.571779750121,197.347253591792,328.610445967873,213.593019169651,173.14977471589,306.252660065885,299.205439952758,199.004006948683,301.50419034997,301.315916343973,328.649713971518,282.109244242714,177.8877053986,272.170963415748,220.533273094854,224.858871549827,230.15779753795,170.169262699719,395.280736463265,218.680280770595,151.063939998816,233.469587434889,352.861909449492,335.893139480799,343.986700108074,282.725355396175,192.99325504721,572.725464614449,562.215574079444,258.793077675804,198.528188387628,251.768399180672,175.144372412802,61.8218368070748,228.722919201517,207.251363463808,216.968848929142,210.016039004538,227.490039771408,241.89261702372,228.654069731688,240.465370683394,275.833886795341,267.881781319883,175.337756637265
KLHDC8A,14.801213957591,5.48311197177263,24.8581082070348,3.6099190920262,13.4017740003101,18.671391181489,4.53238718087443,1.0,1.67236501537463,10.1134642829118,8.7820659456783,2.12832366898638,14.1609434887299,8.59972870462444,2.65489578823039,13.1269152850016,11.2417378510343,30.6619392726054,9.639914239362,2.11452607740465,3.37294927031667,7.2651612132523,23.5970295932027,3.24592310095327,19.74764709699,10.5258997277278,9.83750470177403,2.63323311158034,14.7287470447485,4.36318099598009,8.46613247262284,15.5409520318891,9.2075907692882,5.63671417906028,19.4557989529074,7.78371859079761,33.5893139480799,14.2414875840922,6.91447880044992,17.5448413679282,16.4465082744014,7.93885919752745,23.5266434250731,3.49829406850446,7.58338551749011,2.25992738597164,2.64195883790918,3.04963892268689,3.40553883625975,11.3004608817262,7.14948217887788,5.78364507893411,20.9733482968543,2.87013476650654,4.72825167074089,22.9861572329451,19.2540030323666,2.82802833285911
LEMD1-AS1,1.34556490523554,1.0,6.41499566633156,1.0,5.58407250012921,2.98742258903824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.2327913796146,2.22459559369892,1.05726303870232,1.0,1.0,3.6303122451081,1.0,4.23163866364071,1.0,3.27916823392468,1.31661655579017,1.0,1.0,1.0,1.0,3.45284653848307,1.0,4.16909977562301,3.45943048479894,9.59694684230853,1.0,1.0,1.34960318214832,1.0,1.0,9.68744141032422,1.0,1.0,1.0,1.05678353516367,1.0165463075623,1.0,1.0,1.0,1.0,4.19466965937087,1.0,1.0,1.0,1.0,1.0
LEMD1,1.0,1.0,4.81124674974867,1.0,4.46725800010337,3.7342782362978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.2327913796146,1.0,1.0,1.0,1.0,3.6303122451081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.30189769232205,1.0,6.94849962603835,1.72971524239947,1.19961835528857,1.0,1.0,5.3984127285933,1.0,1.0,2.76784040294978,1.0,1.0,1.0,1.0,1.0165463075623,1.0,1.13004608817262,1.0,1.0,4.19466965937087,1.0,1.0,1.0,1.0,1.0
BLACAT1,1.0,1.09662239435453,8.01874458291445,1.0,5.58407250012921,2.24056694177868,1.29496776596412,1.0,1.0,1.0,1.0,2.12832366898638,1.0,1.0,1.0,1.0,1.0,12.6255044063669,1.0,1.0,1.0,1.21086020220872,8.16820255149323,1.0,5.64218488485428,1.05258997277278,1.0,1.31661655579017,1.0,1.0,1.0,1.35138713320774,5.75474423080512,2.81835708953014,16.676399102492,1.72971524239947,9.59694684230853,1.0,1.0,6.74801591074162,1.0,1.0,12.455281813274,1.74914703425223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.99111609895144,2.87013476650654,1.0,1.35212689605559,1.0,1.0
MIR135B,1.0,1.09662239435453,1.0,1.20330636400873,1.11681450002584,1.49371129451912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.76993052548692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15094884616102,2.25468567162411,4.16909977562301,1.72971524239947,4.79847342115427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.39822321979029,1.0,1.0,1.0,1.0,1.0
CDK18,5.38225962094218,2.19324478870905,11.2262424160802,4.81322545603494,17.8690320004135,8.96226776711471,3.88490329789237,1.0,2.22982002049951,3.37115476097061,3.51282637827132,1.06416183449319,1.0,3.43989148184978,2.65489578823039,2.18781921416693,1.0,32.4655827592293,2.22459559369892,1.05726303870232,1.0,3.02715050552179,7.26062449021621,3.24592310095327,11.2843697697086,1.0,6.55833646784936,1.0,1.9638329392998,3.27238574698507,2.53983974178685,2.02708069981162,2.30189769232205,5.63671417906028,9.7278994764537,6.05400334839814,28.7908405269256,1.64324856739526,2.30482626681664,4.04880954644497,1.93488332640016,2.88685789000998,19.3748828206484,1.0,1.0,1.12996369298582,1.0,1.0,1.45951664411132,1.0,1.0,1.0,18.1769018572738,2.87013476650654,2.70185809756622,1.35212689605559,3.76708754981085,1.0
LOC284578,2.69112981047109,1.0,12.8299913326631,1.20330636400873,5.58407250012921,1.49371129451912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.57991861138733,1.0,1.0,1.0,34.2692262458531,1.48306372913262,2.11452607740465,1.68647463515833,1.0,3.6303122451081,1.62296155047663,1.41054622121357,1.57888495915917,1.0,1.0,1.0,1.0,1.0,1.0,11.5094884616102,1.0,19.4557989529074,3.45943048479894,8.39732848701997,1.0,1.0,9.44722227503827,1.0,1.44342894500499,9.68744141032422,1.0,1.0,1.0,1.0,1.0165463075623,1.0,1.0,1.0,1.0,8.38933931874173,1.0,1.35092904878311,1.0,1.0,2.82802833285911
MFSD4,25.5657331994753,27.4155598588631,20.8487359155776,14.4396763681048,30.1539915006977,24.6462363595654,32.3741941491031,69.1940014858407,26.7578402459941,19.1032103121668,20.1987516750601,19.1549130208775,14.1609434887299,30.959023336648,24.7790273568169,17.5025537133354,16.8626067765514,68.5384524917063,30.4028064472186,14.8016825418325,35.415967338325,25.428064246383,23.5970295932027,31.6477502342944,32.4425630879121,29.9988142240242,6.55833646784936,23.6990980042231,17.6744964536982,21.8159049799005,18.6254914397702,28.3791297973626,12.6604373077713,27.0562280594894,29.1836984293611,31.9997319843902,39.5874057245227,16.4324856739526,22.2799872458942,18.8944445500765,30.9581332224026,21.6514341750749,23.5266434250731,12.2440292397656,15.9251095867292,19.7743646272518,16.3801447950369,21.3474724588082,34.5418939106346,22.6009217634523,17.8737054471947,20.2427577762694,27.9644643958058,19.1342317767103,27.0185809756622,24.3382841290007,18.4168724657419,14.1401416642956
ELK4,1037.43054193661,1254.53601914158,879.656280745715,785.759055697704,1169.30478152706,1065.01615299213,1192.01782856998,1107.10402377345,1234.20538134648,1047.3054124082,1285.6944544473,1043.94275963782,863.817552812525,1144.62389058551,1294.70417939368,1055.40398891413,815.025994199983,955.93104791064,1164.2050273691,802.462646375065,1361.82826789035,1036.49633309066,1036.45414597836,1149.8682585127,1095.99441388294,1080.48360705126,711.579506761655,1108.59113997533,1119.38477540089,1024.25673880633,1094.67092871013,1091.24511006525,931.117616544269,1134.67056424484,983.907547047031,1068.09916218167,1114.44545206308,994.16538327413,1135.51107411833,936.624608410937,1005.17188806489,737.59219089755,810.977238064285,1153.56246908935,821.280651544179,1144.08823914814,814.251713843609,1439.42957150821,1249.83275290733,954.88894450586,844.532582379949,1030.45276489676,845.925047973125,1098.30490398317,1136.80679455099,797.754868672799,1181.60979479067,888.000896517761
SLC45A3,30.2752103677998,12.0628463378998,40.0937229145722,19.2529018241398,18.9858465004393,38.8364936574971,11.6547098936771,11.5323335809735,11.7065551076224,31.4641111023923,8.7820659456783,5.32080917246596,28.3218869774598,8.59972870462444,10.6195831529215,13.1269152850016,1.0,41.4838001923485,11.8645098330609,9.51536734832092,11.8053224461083,7.87059131435666,15.4288270417094,14.6066539542897,18.3371008757764,18.94661950991,9.83750470177403,25.0157145600133,24.5479117412475,20.7251097309055,11.0059722144097,16.8923391650968,52.9436469234071,9.01874268649645,13.8969992520767,21.6214405299934,63.579772830294,9.85949140437154,16.9020592899887,16.1952381857799,25.1534832432021,11.5474315600399,55.3568080589955,25.3626319966573,47.0169902084387,8.47472769739364,8.98266004889121,3.04963892268689,8.27059431663083,31.6412904688332,4.46842636179867,53.016746556896,34.9555804947572,20.0909433655458,25.6676519268791,28.3946648171674,36.4151796481716,25.452254995732
NUCKS1,986.299075537654,1030.82505069325,768.997605501496,865.17727572228,928.072849521475,901.454766242288,1032.73679335639,911.054352896903,1200.75808103899,724.798273608681,1069.65563218362,1107.79246970741,736.369061413955,1210.84180161112,1122.13595315871,1094.3471709263,1079.20683369929,728.671968596035,956.576105290537,826.779696265218,1436.03315183732,1046.18321470833,1021.02531893665,998.932834318368,1032.51983392833,1289.94901163304,964.075460773855,1065.14279363425,1056.54212134329,1073.3425250111,1194.57129188708,855.428055320502,1033.5520638526,1218.09393409493,1285.4724308171,960.856817152905,926.105370282773,1091.11704875045,1084.03662082609,1101.27619663303,750.734730643264,842.240789410412,1058.69895412829,1248.89098245609,893.322813960335,1219.79580657819,1564.03963204223,1269.66633814531,1314.05148524823,1093.88461335109,984.841170140427,908.996218239144,914.437985742849,1018.89784210982,1236.10007963655,928.911177590192,1069.43429886297,1100.10302148219
